index,cap,line,content
3291,60,9,"Esta idéia, rútila e grande, — trajada ao bizarro, como diria o Padre"
3292,60,10,"Bernardes, — esta idéia começou uma vertigem de cabriolas e eu"
3293,60,11,"deixei-me estar com os olhos nela, a achar-lhe graça. Não pensei"
3294,60,12,mais na tristeza de Lobo Neves; sentia a atração do abismo. Recordei
3295,60,13,"aquele companheiro de colégio, as correrias nos morros, as alegrias e"
3296,60,14,"travessuras, e comparei o menino com o homem, e perguntei a mim"
3297,60,15,mesmo por que não seria eu como ele. Entrava então no Passeio
3298,60,16,"Público, e tudo me parecia dizer a mesma coisa. — Por que não serás"
3299,60,17,"ministro, Cubas? — Cubas, por que não serás ministro de Estado? Ao"
3300,60,18,"ouvi-lo, uma deliciosa sensação me refrescava todo o organismo."
3301,60,19,"Entrei, fui sentar-me num banco, a remoer aquela idéia. E Virgília"
3302,60,20,que havia de gostar! Alguns minutos depois vejo encaminhar-se para
3303,60,21,"mim uma cara, que não me pareceu desconhecida. Conhecia-a, fosse"
3304,60,22,donde fosse.
3305,60,23,
3306,60,24,"Imaginem um homem de trinta e oito a quarenta anos, alto, magro e"
3307,60,25,"pálido. As roupas, salvo o feitio, pareciam ter escapado ao cativeiro"
3308,60,26,de Babilônia; o chapéu era contemporâneo do de Gessler. Imaginem
3309,60,27,"agora uma sobrecasaca, mais larga do que pediam as carnes, — ou,"
3310,60,28,"literalmente, os ossos da pessoa; a cor preta ia cedendo o passo a"
3311,60,29,um amarelo sem brilho; o pêlo desaparecia aos poucos; dos oito
3312,60,30,"primitivos botões restavam três. As calças, de brim pardo, tinham"
3313,60,31,"duas fortes joelheiras, enquanto as bainhas eram roídas pelo tacão"
3314,60,32,de um botim sem misericórdia nem graxa. Ao pescoço flutuavam as
3315,60,33,"pontas de uma gravata de duas cores, ambas desmaiadas, apertando"
3316,60,34,"um colarinho de oito dias. Creio que trazia também colete, um colete"
3317,60,35,"de seda escura, roto a espaços, e desabotoado."
3318,60,36,"— Aposto que me não conhece, Sr. Dr. Cubas? disse ele."
3319,60,37,
3320,60,38,— Não me lembra...
3321,60,39,
3322,60,40,"— Sou o Borba, o Quincas Borba."
3323,60,41,
3324,60,42,Recuei espantado... Quem me dera agora o verbo solene de um
3325,60,43,"Bossuet ou de Vieira, para contar tamanha desolação! Era o Quincas"
3326,60,44,"Borba, o gracioso menino de outro tempo, o meu companheiro de"
3327,60,45,"colégio, tão inteligente e abastado. Quincas Borba! Não; impossível;"
3328,60,46,"não pode ser. Não podia acabar de crer que essa figura esquálida,"
3329,60,47,"essa barba pintada de branco, esse maltrapilho avelhentado, que"
3330,60,48,toda essa ruína fosse o Quincas Borba. Mas era. Os olhos tinham um
3331,60,49,"resto da expressão de outro tempo, e o sorriso não perdera certo ar"
3332,60,50,"escarninho, que lhe era peculiar. Entretanto, ele suportava com"
3333,60,51,firmeza o meu espanto. No fim de algum tempo arredei os olhos; se
3334,60,52,"a figura repelia, a comparação acabrunhava."
3335,60,53,
3336,60,54,"— Não é preciso contar-lhe nada, disse ele enfim; o senhor adivinha"
3337,60,55,"tudo. Uma vida de misérias, de atribulações e de lutas. Lembra-se"
3338,60,56,"das nossas festas, em que eu figurava de rei? Que trambolhão! Acabo"
3339,60,57,mendigo...
3340,60,58,
3341,60,59,"E alçando a mão direita e os ombros, com um ar de indiferença,"
3342,60,60,"parecia resignado aos golpes da fortuna, e não sei até se contente."
3343,60,61,"Talvez contente. Com certeza, impassível. Não havia nele a"
3344,60,62,"resignação cristã, nem a conformidade filosófica. Parece que a"
3345,60,63,"miséria lhe calejara a alma, a ponto de lhe tirar a sensação de lama."
3346,60,64,"Arrastava os andrajos, como outrora a púrpura: com certa graça"
3347,60,65,indolente.
3348,60,66,
3349,60,67,"— Procure-me, disse eu, poderei arranjar-lhe alguma coisa."
3350,60,68,
3351,60,69,Um sorriso magnífico lhe abriu os lábios. — Não é o primeiro que me
3352,60,70,"promete alguma coisa, replicou, e não sei se será o último que não"
3353,60,71,"me fará nada. E para quê? Eu nada peço, a não ser dinheiro; dinheiro"
3354,60,72,"sim, porque é necessário comer, e as casas de pasto não fiam. Nem"
3355,60,73,"as quitandeiras. Uma coisa de nada, uns dois vinténs de angu, nem"
3356,60,74,"isso fiam as malditas quitandeiras... Um inferno, meu... ia dizer meu"
3357,60,75,"amigo... Um inferno! o diabo! todos os diabos! Olhe, ainda hoje não"
3358,60,76,almocei.
3359,60,77,
3360,60,78,— Não?
3361,60,79,
3362,60,80,— Não; saí muito cedo de casa. Sabe onde moro? No terceiro degrau
3363,60,81,"das escadas de São Francisco, à esquerda de quem sobe; não precisa"
3364,60,82,"bater na porta. Casa fresca, extremamente fresca. Pois saí cedo, e"
3365,60,83,ainda não comi...
3366,60,84,
3367,60,85,"Tirei a carteira, escolhi uma nota de cinco mil-réis, — a menos limpa,"
3368,60,86,— e dei-lha. Ele recebeu-ma com os olhos cintilantes de cobiça.
3369,60,87,
3370,60,88,"Levantou a nota ao ar, e agitou-a entusiasmado."
3371,60,89,
3372,60,90,— In hoc signo vinces! bradou.
3373,60,91,"E depois beijou-a, com muitos ademanes de ternura, e tão ruidosa"
3374,60,92,"expansão, que me produziu um sentimento misto de nojo e lástima."
3375,60,93,"Ele, que era arguto, entendeu-me; ficou sério, grotescamente sério, e"
3376,60,94,"pediu-me desculpa da alegria, dizendo que era alegria de pobre que"
3377,60,95,"não via, desde muitos anos, uma nota de cinco mil-réis."
3378,60,96,
3379,60,97,"— Pois está em suas mãos ver outras muitas, disse eu."
3380,60,98,
3381,60,99,"— Sim? acudiu ele, dando um bote para mim."
3382,60,100,
3383,60,101,"— Trabalhando, concluí eu."
3384,60,102,
3385,60,103,Fez um gesto de desdém; calou-se alguns instantes; depois disse-me
3386,60,104,positivamente que não queria trabalhar. Eu estava enjoado dessa
3387,60,105,"abjeção tão cômica e tão triste, e preparei-me para sair."
3388,60,106,
3389,60,107,"— Não vá sem eu lhe ensinar a minha filosofia da miséria, disse ele,"
3390,60,108,escarranchando-se diante de mim.
3391,60,109,
3392,61,0,CAPÍTULO LX / O ABRAÇO
3393,61,1,"Cuidei que o pobre diabo estivesse doido, e ia afastar-me, quando ele"
3394,61,2,"me pegou no pulso, e olhou alguns instantes para o brilhante que eu"
3395,61,3,"trazia no dedo. Senti-lhe na mão uns estremeções de cobiça, uns"
3396,61,4,pruridos de posse.
3397,61,5,
3398,61,6,— Magnífico! disse ele.
3399,61,7,
3400,61,8,Depois começou a andar à roda de mim e a examinar-me muito.
3401,61,9,
3402,61,10,"— O senhor trata-se, disse ele. Jóias, roupa fina, elegante e.."
3403,61,11,Compare esses sapatos aos meus; que diferença! Pudera não! Digo-lhe que se trata. E moças? Como vão elas? Está casado?
3404,61,12,
3405,61,13,— Não...
3406,61,14,
3407,61,15,— Nem eu.
3408,61,16,
3409,61,17,— Moro na rua...
3410,61,18,
3411,61,19,"— Não quero saber onde mora, atalhou Quincas Borba. Se alguma"
3412,61,20,"vez nos virmos, dê-me outra nota de cinco mil-réis; mas permita-me"
3413,61,21,"que não a vá buscar à sua casa. É uma espécie de orgulho... Agora,"
3414,61,22,adeus; vejo que está impaciente.
3415,61,23,
3416,61,24,— Adeus!
3417,61,25,
3418,61,26,— E obrigado. Deixa-me agradecer-lhe de mais perto?
3419,61,27,
3420,61,28,"E dizendo isto abraçou-me com tal ímpeto, que não pude evitá-lo."
3421,61,29,"Separamo-nos finalmente, eu a passo largo, com a camisa"
3422,61,30,"amarrotada do abraço, enfadado e triste. Já não dominava em mim a"
3423,61,31,"parte simpática da sensação, mas a outra. Quisera ver-lhe a misériadigna. Contudo, não pude deixar de comparar outra vez o homem de"
3424,61,32,"agora com o de outrora, entristecer-me e encarar o abismo que"
3425,61,33,separa as esperanças de um tempo da realidade de outro tempo...
3426,61,34,
3427,61,35,"— Ora adeus! Vamos jantar, disse comigo."
3428,61,36,
3429,61,37,Meto a mão no colete e não acho o relógio. Última desilusão! O Borba
3430,61,38,furtara-mo no abraço.
3431,61,39,
3432,62,0,CAPÍTULO LXI / UM PROJETO
3433,62,1,"Jantei triste. Não era a falta do relógio que me pungia, era a imagem"
3434,62,2,"do autor do furto, e as reminiscências de criança, e outra vez a"
3435,62,3,"comparação, e a conclusão... Desde a sopa, começou a abrir em mim"
3436,62,4,"a flor amarela e mórbida do capítulo XXV, e então jantei depressa,"
3437,62,5,para correr à casa de Virgília. Virgília era o presente; eu queria
3438,62,6,"refugiar-me nele, para escapar às opressões do passado, porque o"
3439,62,7,"encontro do Quincas Borba, tornara-me aos olhos o passado, não"
3440,62,8,"qual fora deveras, mas um passado roto, abjeto, mendigo e gatuno."
3441,62,9,"Saí de casa, mas era cedo; iria achá-los à mesa. Outra vez pensei no"
3442,62,10,"Quincas Borba, e tive então um desejo de tornar ao Passeio Público,"
3443,62,11,a ver se o achava; a idéia de o regenerar surgiu-me como uma forte
3444,62,12,necessidade. Fui; mas já não o achei. Indaguei do guarda; disse-me
3445,62,13,que efetivamente “esse sujeito” ia por ali às vezes.
3446,62,14,
3447,62,15,— A que horas?
3448,62,16,
3449,62,17,— Não tem hora certa.
3450,62,18,
3451,62,19,Não era impossível encontrá-lo noutra ocasião; prometi a mim
3452,62,20,"mesmo lá voltar. A necessidade de o regenerar, de o trazer ao"
3453,62,21,trabalho e ao respeito de sua pessoa enchia-me o coração; eu
3454,62,22,"começava a sentir um bem-estar, uma elevação, uma admiração de"
3455,62,23,mim próprio... Nisto caía a noite; fui ter com Virgília.
3456,62,24,
3457,63,0,CAPÍTULO LXII / O TRAVESSEIRO
3458,63,1,Fui ter com Virgília; depressa esqueci o Quincas Borba. Virgília era o
3459,63,2,"travesseiro do meu espírito, um travesseiro mole, tépido, aromático,"
3460,63,3,enfronhado em cambraia e bruxelas. Era ali que ele costumava
3461,63,4,"repousar de todas as sensações más, simplesmente enfadonhas, ou"
3462,63,5,"até dolorosas. E, bem pesadas as coisas, não era outra a razão da"
3463,63,6,existência de Virgília; não podia ser. Cinco minutos bastaram para
3464,63,7,olvidar inteiramente o Quincas Borba; cinco minutos de uma
3465,63,8,"contemplação mútua, com as mãos presas umas nas outras; cinco"
3466,63,9,minutos e um beijo. E lá se foi a lembrança do Quincas Borba...
3467,63,10,
3468,63,11,"Escrófula da vida, andrajo do passado, que me importa que existas,"
3469,63,12,"que molestes os olhos dos outros, se eu tenho dois palmos de um"
3470,63,13,"travesseiro divino, para fechar os olhos e dormir?"
3471,63,14,
3472,64,0,CAPÍTULO LXIII / FUJAMOS!
3473,64,1,"Ai! Nem sempre dormir. Três semanas depois, indo à casa de Virgília,"
3474,64,2,"— eram quatro horas da tarde, — achei-a triste e abatida. Não me"
3475,64,3,"quis dizer o que era; mas, como eu instasse muito:"
3476,64,4,
3477,64,5,— Creio que o Damião desconfia alguma coisa. Noto agora umas
3478,64,6,"esquisitices nele... Não sei. Trata-me bem, não há dúvida; mas o"
3479,64,7,olhar parece que não é o mesmo. Durmo mal; ainda esta noite
3480,64,8,"acordei, aterrada; estava sonhando que ele me ia matar. Talvez seja"
3481,64,9,"ilusão, mas eu penso que ele desconfia..."
3482,64,10,
3483,64,11,Tranqüilizei-a como pude; disse que podiam ser cuidados políticos.
3484,64,12,"Virgília concordou que seriam, mas ficou ainda muito excitada e"
3485,64,13,"nervosa. Estávamos na sala de visitas, que dava justamente para a"
3486,64,14,"chácara, onde trocáramos o beijo inicial. Uma janela aberta deixava"
3487,64,15,"entrar o vento, que sacudia frouxamente as cortinas, e eu fiquei a"
3488,64,16,"olhar para as cortinas, sem as ver. Empunhara o binóculo da"
3489,64,17,"imaginação; lobrigava, ao longe, uma casa nossa, uma vida nossa,"
3490,64,18,"um mundo nosso, em que não havia Lobo Neves, nem casamento,"
3491,64,19,"nem moral, nem nenhum outro liame, que nos tolhesse a expansão"
3492,64,20,"da vontade. Esta idéia embriagou-me; eliminados assim o mundo, a"
3493,64,21,"moral e o marido, bastava penetrar naquela habitação dos anjos."
3494,64,22,
3495,64,23,"— Virgília, disse eu, proponho-te uma coisa."
3496,64,24,
3497,64,25,— Que é?
3498,64,26,
3499,64,27,— Amas-me?
3500,64,28,
3501,64,29,"— Oh! suspirou ela, cingindo-me os braços ao pescoço."
3502,64,30,
3503,64,31,Virgília amava-me com fúria; aquela resposta era a verdade patente.
3504,64,32,"Com os braços ao meu pescoço, calada, respirando muito, deixou-se"
3505,64,33,"ficar a olhar para mim, com os seus grandes e belos olhos, que"
3506,64,34,"davam uma sensação singular de luz úmida; eu deixei-me estar a vê-los, a namorar-lhe a boca, fresca como a madrugada, e insaciável"
3507,64,35,"como a morte. A beleza de Virgília tinha agora um tom grandioso,"
3508,64,36,que não possuíra antes de casar. Era dessas figuras talhadas em
3509,64,37,"pentélico, de um lavor nobre, rasgado e puro, tranqüilamente bela,"
3510,64,38,"como as estátuas, mas não apática nem fria. Ao contrário, tinha o"
3511,64,39,"aspecto das naturezas cálidas, e podia-se dizer que, na realidade,"
3512,64,40,"resumia todo o amor. Resumia-o sobretudo naquela ocasião, em que"
3513,64,41,exprimia mudamente tudo quanto pode dizer a pupila humana. Mas o
3514,64,42,"tempo urgia; deslacei-lhe as mãos, peguei-lhe nos pulsos, e, fito"
3515,64,43,"nela, perguntei se tinha coragem."
3516,64,44,
3517,64,45,— De quê?
3518,64,46,
3519,64,47,"— De fugir. Iremos para onde nos for mais cômodo, uma casa grande"
3520,64,48,"ou pequena, à tua vontade, na roça ou na cidade, ou na Europa,"
3521,64,49,"onde te parecer, onde ninguém nos aborreça, e não haja perigos para"
3522,64,50,"ti, onde vivamos um para o outro... Sim? fujamos. Tarde ou cedo, elepode descobrir alguma coisa, e estarás perdida...ouves? perdida..."
3523,64,51,"morta... e ele também, porque eu o matarei, juro-te."
3524,64,52,
3525,64,53,"Interrompi-me; Virgília empalidecera muito, deixou cair os braços e"
3526,64,54,"sentou-se no canapé. Esteve assim alguns instantes, sem me dizer"
3527,64,55,"palavra, não sei se vacilante na escolha, se aterrada com a idéia da"
3528,64,56,"descoberta e da morte. Fui-me a ela, insisti na proposta, disse-lhe"
3529,64,57,"todas as vantagens de uma vida a sós, sem zelos, nem terrores, nem"
3530,64,58,aflições. Virgília ouvia-me calada; depois disse:
3531,64,59,
3532,64,60,— Não escaparíamos talvez; ele iria ter comigo e matava-me do
3533,64,61,mesmo modo.
3534,64,62,
3535,64,63,"Mostrei-lhe que não. O mundo era assaz vasto, e eu tinha os meios"
3536,64,64,de viver onde quer que houvesse ar puro e muito sol; ele não
3537,64,65,"chegaria até lá; só as grandes paixões são capazes de grandes ações,"
3538,64,66,"e ele não a amava tanto que pudesse ir buscá-la, se ela estivesse"
3539,64,67,longe. Virgília fez um gesto de espanto e quase indignação;
3540,64,68,murmurou que o marido gostava muito dela.
3541,64,69,
3542,64,70,"— Pode ser, respondi eu; pode ser que sim..."
3543,64,71,
3544,64,72,"Fui até a janela, e comecei a rufar com os dedos no peitoril. Virgília"
3545,64,73,"chamou-me; deixei-me estar, a remoer os meus zelos, a desejar"
3546,64,74,"estrangular o marido, se o tivesse ali à mão... Justamente, nesse"
3547,64,75,"instante, apareceu na chácara o Lobo Neves. Não tremas assim,"
3548,64,76,"leitora pálida; descansa, que não hei de rubricar esta lauda com um"
3549,64,77,"pingo de sangue. Logo que apareceu na chácara, fiz-lhe um gesto"
